Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
-0.8591,Wed Nov 29 15:29:29 +0000 2017,0.607,0.307,0.086,@FoxNews,Libyan cleared of murder charges in Benghazi attack https://t.co/74IeGoeJBG,42
-0.8689,Wed Nov 29 15:23:30 +0000 2017,0.421,0.526,0.053,@FoxNews,Kris “Tanto” Paronto on Benghazi suspect cleared of murder charges: “There is still no closure for the families.”… https://t.co/6t7AeEFQ6d,43
-0.4767,Wed Nov 29 15:16:27 +0000 2017,0.205,0.795,0.0,@FoxNews,"'It's Sick': Lahren Rips Unfair Media Coverage of Melania Trump, Sarah Sanders https://t.co/UdfYJ48ltM",44
0.0,Wed Nov 29 15:07:00 +0000 2017,0.0,1.0,0.0,@FoxNews,Danish police find another arm thought to be from beheaded journalist Kim Wall (via @travfed)  https://t.co/lga8z9yuN1,45
-0.8625,Wed Nov 29 14:57:00 +0000 2017,0.516,0.484,0.0,@FoxNews,"War crimes suspect Praljak claims to ingest poison, dies (via @luciasuarezsang)  https://t.co/LA2g64YJrm",46
0.0,Wed Nov 29 14:54:02 +0000 2017,0.0,1.0,0.0,@FoxNews,".@SenJohnThune on tax reform: “In the end, we’re going to have a bill that ultimately drives most of the assistance… https://t.co/H6VNfY5lRm",47
-0.9118,Wed Nov 29 14:42:26 +0000 2017,0.583,0.417,0.0,@FoxNews,Illegal immigrant charged in DUI crash that killed teenage girl (via @byKatherineLam)  https://t.co/lj73sgqMgM,48
-0.4404,Wed Nov 29 14:35:13 +0000 2017,0.225,0.775,0.0,@FoxNews,"Trump retweets videos of alleged attacks by Muslims - via @brookefoxnews
https://t.co/YoZ6d10Icc",49
0.7184,Wed Nov 29 14:25:04 +0000 2017,0.0,0.7,0.3,@FoxNews,"OPINION: @toddstarnes: Thank you, Mr. Trump for bringing 'Merry Christmas' back to the White House… https://t.co/9JT0kvcdli",50
0.1027,Wed Nov 29 14:14:33 +0000 2017,0.092,0.789,0.118,@FoxNews,".@HowardKurtz: ""It's hard to overstate how important Lauer is to that NBC franchise."" https://t.co/FDaVW2tYcs",51
-0.296,Wed Nov 29 14:03:47 +0000 2017,0.136,0.864,0.0,@FoxNews,"ESPN to lay off 150 people, latest round of cuts at sports broadcasting network https://t.co/M0tBRDwqx2",52
-0.34,Wed Nov 29 13:54:58 +0000 2017,0.194,0.806,0.0,@FoxNews,"Matt Lauer's firing from NBC sparks news anchors, celebrities' reaction https://t.co/4Z70bIUaHb",53
0.0,Wed Nov 29 13:53:01 +0000 2017,0.0,1.0,0.0,@FoxNews,".@thejeremyhunt on race relations: ""We're going to have to elevate the conversation... We do have dialogue in this… https://t.co/2cXtIBmk5Y",54
-0.3612,Wed Nov 29 13:48:23 +0000 2017,0.122,0.878,0.0,@FoxNews,The casket of Oakland County Sheriff's Deputy Eric Overall is carried to a hearse after a funeral service in Indepe… https://t.co/8DaeYVTjfm,55
0.0,Wed Nov 29 13:33:18 +0000 2017,0.0,1.0,0.0,@FoxNews,.@DLoesch: “Our rights should not end where a state line ends.” https://t.co/OC0CPsSjzx,56
-0.3612,Wed Nov 29 13:31:50 +0000 2017,0.185,0.815,0.0,@FoxNews,"Lonely widower asks for a place to spend Christmas, gets a thousand responses https://t.co/b9I5tyKhVe",57
-0.3412,Wed Nov 29 13:13:22 +0000 2017,0.231,0.769,0.0,@FoxNews,OPINION: Demonizing white people doesn't improve race relations https://t.co/Utf7FTm8NH,58
-0.4404,Wed Nov 29 12:56:34 +0000 2017,0.225,0.775,0.0,@FoxNews,"Trump retweets videos of alleged attacks by Muslims - via @brookefoxnews

https://t.co/YoZ6d10Icc",59
-0.0431,Wed Nov 29 12:48:19 +0000 2017,0.172,0.665,0.163,@FoxNews,"Conservative Lucian Wintrich arrested at UConn speech titled, 'It's OK to be White' https://t.co/Y2cotuLJbI",60
0.2023,Wed Nov 29 15:32:52 +0000 2017,0.0,0.859,0.141,@FoxNews,"Google adjusts burger emoji, puts cheese on top of the meat https://t.co/1kKgBYMcIj",61
-0.8591,Wed Nov 29 15:29:29 +0000 2017,0.607,0.307,0.086,@FoxNews,Libyan cleared of murder charges in Benghazi attack https://t.co/74IeGoeJBG,62
-0.8689,Wed Nov 29 15:23:30 +0000 2017,0.421,0.526,0.053,@FoxNews,Kris “Tanto” Paronto on Benghazi suspect cleared of murder charges: “There is still no closure for the families.”… https://t.co/6t7AeEFQ6d,63
-0.4767,Wed Nov 29 15:16:27 +0000 2017,0.205,0.795,0.0,@FoxNews,"'It's Sick': Lahren Rips Unfair Media Coverage of Melania Trump, Sarah Sanders https://t.co/UdfYJ48ltM",64
0.0,Wed Nov 29 15:07:00 +0000 2017,0.0,1.0,0.0,@FoxNews,Danish police find another arm thought to be from beheaded journalist Kim Wall (via @travfed)  https://t.co/lga8z9yuN1,65
-0.8625,Wed Nov 29 14:57:00 +0000 2017,0.516,0.484,0.0,@FoxNews,"War crimes suspect Praljak claims to ingest poison, dies (via @luciasuarezsang)  https://t.co/LA2g64YJrm",66
0.0,Wed Nov 29 14:54:02 +0000 2017,0.0,1.0,0.0,@FoxNews,".@SenJohnThune on tax reform: “In the end, we’re going to have a bill that ultimately drives most of the assistance… https://t.co/H6VNfY5lRm",67
-0.9118,Wed Nov 29 14:42:26 +0000 2017,0.583,0.417,0.0,@FoxNews,Illegal immigrant charged in DUI crash that killed teenage girl (via @byKatherineLam)  https://t.co/lj73sgqMgM,68
-0.4404,Wed Nov 29 14:35:13 +0000 2017,0.225,0.775,0.0,@FoxNews,"Trump retweets videos of alleged attacks by Muslims - via @brookefoxnews
https://t.co/YoZ6d10Icc",69
0.7184,Wed Nov 29 14:25:04 +0000 2017,0.0,0.7,0.3,@FoxNews,"OPINION: @toddstarnes: Thank you, Mr. Trump for bringing 'Merry Christmas' back to the White House… https://t.co/9JT0kvcdli",70
0.1027,Wed Nov 29 14:14:33 +0000 2017,0.092,0.789,0.118,@FoxNews,".@HowardKurtz: ""It's hard to overstate how important Lauer is to that NBC franchise."" https://t.co/FDaVW2tYcs",71
-0.296,Wed Nov 29 14:03:47 +0000 2017,0.136,0.864,0.0,@FoxNews,"ESPN to lay off 150 people, latest round of cuts at sports broadcasting network https://t.co/M0tBRDwqx2",72
-0.34,Wed Nov 29 13:54:58 +0000 2017,0.194,0.806,0.0,@FoxNews,"Matt Lauer's firing from NBC sparks news anchors, celebrities' reaction https://t.co/4Z70bIUaHb",73
0.0,Wed Nov 29 13:53:01 +0000 2017,0.0,1.0,0.0,@FoxNews,".@thejeremyhunt on race relations: ""We're going to have to elevate the conversation... We do have dialogue in this… https://t.co/2cXtIBmk5Y",74
-0.3612,Wed Nov 29 13:48:23 +0000 2017,0.122,0.878,0.0,@FoxNews,The casket of Oakland County Sheriff's Deputy Eric Overall is carried to a hearse after a funeral service in Indepe… https://t.co/8DaeYVTjfm,75
0.0,Wed Nov 29 13:33:18 +0000 2017,0.0,1.0,0.0,@FoxNews,.@DLoesch: “Our rights should not end where a state line ends.” https://t.co/OC0CPsSjzx,76
-0.3612,Wed Nov 29 13:31:50 +0000 2017,0.185,0.815,0.0,@FoxNews,"Lonely widower asks for a place to spend Christmas, gets a thousand responses https://t.co/b9I5tyKhVe",77
-0.3412,Wed Nov 29 13:13:22 +0000 2017,0.231,0.769,0.0,@FoxNews,OPINION: Demonizing white people doesn't improve race relations https://t.co/Utf7FTm8NH,78
-0.4404,Wed Nov 29 12:56:34 +0000 2017,0.225,0.775,0.0,@FoxNews,"Trump retweets videos of alleged attacks by Muslims - via @brookefoxnews

https://t.co/YoZ6d10Icc",79
-0.0431,Wed Nov 29 12:48:19 +0000 2017,0.172,0.665,0.163,@FoxNews,"Conservative Lucian Wintrich arrested at UConn speech titled, 'It's OK to be White' https://t.co/Y2cotuLJbI",80
0.2023,Wed Nov 29 15:32:52 +0000 2017,0.0,0.859,0.141,@FoxNews,"Google adjusts burger emoji, puts cheese on top of the meat https://t.co/1kKgBYMcIj",81
-0.8591,Wed Nov 29 15:29:29 +0000 2017,0.607,0.307,0.086,@FoxNews,Libyan cleared of murder charges in Benghazi attack https://t.co/74IeGoeJBG,82
-0.8689,Wed Nov 29 15:23:30 +0000 2017,0.421,0.526,0.053,@FoxNews,Kris “Tanto” Paronto on Benghazi suspect cleared of murder charges: “There is still no closure for the families.”… https://t.co/6t7AeEFQ6d,83
-0.4767,Wed Nov 29 15:16:27 +0000 2017,0.205,0.795,0.0,@FoxNews,"'It's Sick': Lahren Rips Unfair Media Coverage of Melania Trump, Sarah Sanders https://t.co/UdfYJ48ltM",84
0.0,Wed Nov 29 15:07:00 +0000 2017,0.0,1.0,0.0,@FoxNews,Danish police find another arm thought to be from beheaded journalist Kim Wall (via @travfed)  https://t.co/lga8z9yuN1,85
-0.8625,Wed Nov 29 14:57:00 +0000 2017,0.516,0.484,0.0,@FoxNews,"War crimes suspect Praljak claims to ingest poison, dies (via @luciasuarezsang)  https://t.co/LA2g64YJrm",86
0.0,Wed Nov 29 14:54:02 +0000 2017,0.0,1.0,0.0,@FoxNews,".@SenJohnThune on tax reform: “In the end, we’re going to have a bill that ultimately drives most of the assistance… https://t.co/H6VNfY5lRm",87
-0.9118,Wed Nov 29 14:42:26 +0000 2017,0.583,0.417,0.0,@FoxNews,Illegal immigrant charged in DUI crash that killed teenage girl (via @byKatherineLam)  https://t.co/lj73sgqMgM,88
-0.4404,Wed Nov 29 14:35:13 +0000 2017,0.225,0.775,0.0,@FoxNews,"Trump retweets videos of alleged attacks by Muslims - via @brookefoxnews
https://t.co/YoZ6d10Icc",89
0.7184,Wed Nov 29 14:25:04 +0000 2017,0.0,0.7,0.3,@FoxNews,"OPINION: @toddstarnes: Thank you, Mr. Trump for bringing 'Merry Christmas' back to the White House… https://t.co/9JT0kvcdli",90
0.1027,Wed Nov 29 14:14:33 +0000 2017,0.092,0.789,0.118,@FoxNews,".@HowardKurtz: ""It's hard to overstate how important Lauer is to that NBC franchise."" https://t.co/FDaVW2tYcs",91
-0.296,Wed Nov 29 14:03:47 +0000 2017,0.136,0.864,0.0,@FoxNews,"ESPN to lay off 150 people, latest round of cuts at sports broadcasting network https://t.co/M0tBRDwqx2",92
-0.34,Wed Nov 29 13:54:58 +0000 2017,0.194,0.806,0.0,@FoxNews,"Matt Lauer's firing from NBC sparks news anchors, celebrities' reaction https://t.co/4Z70bIUaHb",93
0.0,Wed Nov 29 13:53:01 +0000 2017,0.0,1.0,0.0,@FoxNews,".@thejeremyhunt on race relations: ""We're going to have to elevate the conversation... We do have dialogue in this… https://t.co/2cXtIBmk5Y",94
-0.3612,Wed Nov 29 13:48:23 +0000 2017,0.122,0.878,0.0,@FoxNews,The casket of Oakland County Sheriff's Deputy Eric Overall is carried to a hearse after a funeral service in Indepe… https://t.co/8DaeYVTjfm,95
0.0,Wed Nov 29 13:33:18 +0000 2017,0.0,1.0,0.0,@FoxNews,.@DLoesch: “Our rights should not end where a state line ends.” https://t.co/OC0CPsSjzx,96
-0.3612,Wed Nov 29 13:31:50 +0000 2017,0.185,0.815,0.0,@FoxNews,"Lonely widower asks for a place to spend Christmas, gets a thousand responses https://t.co/b9I5tyKhVe",97
-0.3412,Wed Nov 29 13:13:22 +0000 2017,0.231,0.769,0.0,@FoxNews,OPINION: Demonizing white people doesn't improve race relations https://t.co/Utf7FTm8NH,98
-0.4404,Wed Nov 29 12:56:34 +0000 2017,0.225,0.775,0.0,@FoxNews,"Trump retweets videos of alleged attacks by Muslims - via @brookefoxnews

https://t.co/YoZ6d10Icc",99
-0.0431,Wed Nov 29 12:48:19 +0000 2017,0.172,0.665,0.163,@FoxNews,"Conservative Lucian Wintrich arrested at UConn speech titled, 'It's OK to be White' https://t.co/Y2cotuLJbI",100
0.2023,Wed Nov 29 15:32:52 +0000 2017,0.0,0.859,0.141,@FoxNews,"Google adjusts burger emoji, puts cheese on top of the meat https://t.co/1kKgBYMcIj",101
-0.8591,Wed Nov 29 15:29:29 +0000 2017,0.607,0.307,0.086,@FoxNews,Libyan cleared of murder charges in Benghazi attack https://t.co/74IeGoeJBG,102
-0.8689,Wed Nov 29 15:23:30 +0000 2017,0.421,0.526,0.053,@FoxNews,Kris “Tanto” Paronto on Benghazi suspect cleared of murder charges: “There is still no closure for the families.”… https://t.co/6t7AeEFQ6d,103
-0.4767,Wed Nov 29 15:16:27 +0000 2017,0.205,0.795,0.0,@FoxNews,"'It's Sick': Lahren Rips Unfair Media Coverage of Melania Trump, Sarah Sanders https://t.co/UdfYJ48ltM",104
0.0,Wed Nov 29 15:07:00 +0000 2017,0.0,1.0,0.0,@FoxNews,Danish police find another arm thought to be from beheaded journalist Kim Wall (via @travfed)  https://t.co/lga8z9yuN1,105
-0.8625,Wed Nov 29 14:57:00 +0000 2017,0.516,0.484,0.0,@FoxNews,"War crimes suspect Praljak claims to ingest poison, dies (via @luciasuarezsang)  https://t.co/LA2g64YJrm",106
0.0,Wed Nov 29 14:54:02 +0000 2017,0.0,1.0,0.0,@FoxNews,".@SenJohnThune on tax reform: “In the end, we’re going to have a bill that ultimately drives most of the assistance… https://t.co/H6VNfY5lRm",107
-0.9118,Wed Nov 29 14:42:26 +0000 2017,0.583,0.417,0.0,@FoxNews,Illegal immigrant charged in DUI crash that killed teenage girl (via @byKatherineLam)  https://t.co/lj73sgqMgM,108
-0.4404,Wed Nov 29 14:35:13 +0000 2017,0.225,0.775,0.0,@FoxNews,"Trump retweets videos of alleged attacks by Muslims - via @brookefoxnews
https://t.co/YoZ6d10Icc",109
0.7184,Wed Nov 29 14:25:04 +0000 2017,0.0,0.7,0.3,@FoxNews,"OPINION: @toddstarnes: Thank you, Mr. Trump for bringing 'Merry Christmas' back to the White House… https://t.co/9JT0kvcdli",110
0.1027,Wed Nov 29 14:14:33 +0000 2017,0.092,0.789,0.118,@FoxNews,".@HowardKurtz: ""It's hard to overstate how important Lauer is to that NBC franchise."" https://t.co/FDaVW2tYcs",111
-0.296,Wed Nov 29 14:03:47 +0000 2017,0.136,0.864,0.0,@FoxNews,"ESPN to lay off 150 people, latest round of cuts at sports broadcasting network https://t.co/M0tBRDwqx2",112
-0.34,Wed Nov 29 13:54:58 +0000 2017,0.194,0.806,0.0,@FoxNews,"Matt Lauer's firing from NBC sparks news anchors, celebrities' reaction https://t.co/4Z70bIUaHb",113
0.0,Wed Nov 29 13:53:01 +0000 2017,0.0,1.0,0.0,@FoxNews,".@thejeremyhunt on race relations: ""We're going to have to elevate the conversation... We do have dialogue in this… https://t.co/2cXtIBmk5Y",114
-0.3612,Wed Nov 29 13:48:23 +0000 2017,0.122,0.878,0.0,@FoxNews,The casket of Oakland County Sheriff's Deputy Eric Overall is carried to a hearse after a funeral service in Indepe… https://t.co/8DaeYVTjfm,115
0.0,Wed Nov 29 13:33:18 +0000 2017,0.0,1.0,0.0,@FoxNews,.@DLoesch: “Our rights should not end where a state line ends.” https://t.co/OC0CPsSjzx,116
-0.3612,Wed Nov 29 13:31:50 +0000 2017,0.185,0.815,0.0,@FoxNews,"Lonely widower asks for a place to spend Christmas, gets a thousand responses https://t.co/b9I5tyKhVe",117
-0.3412,Wed Nov 29 13:13:22 +0000 2017,0.231,0.769,0.0,@FoxNews,OPINION: Demonizing white people doesn't improve race relations https://t.co/Utf7FTm8NH,118
-0.4404,Wed Nov 29 12:56:34 +0000 2017,0.225,0.775,0.0,@FoxNews,"Trump retweets videos of alleged attacks by Muslims - via @brookefoxnews

https://t.co/YoZ6d10Icc",119
-0.0431,Wed Nov 29 12:48:19 +0000 2017,0.172,0.665,0.163,@FoxNews,"Conservative Lucian Wintrich arrested at UConn speech titled, 'It's OK to be White' https://t.co/Y2cotuLJbI",120
-0.5713,Wed Nov 29 15:29:03 +0000 2017,0.19,0.81,0.0,@nytimes,Scaramucci stood by his threat to sue a student newspaper and one of its writers if he did not apologize for critic… https://t.co/4icxsOjE5s,1
-0.7003,Wed Nov 29 15:16:47 +0000 2017,0.201,0.799,0.0,@nytimes,"RT @nytopinion: This morning, The New York Times Editorial Board is tweeting here to urge the Senate to reject a tax bill that hurts the mi…",2
-0.7964,Wed Nov 29 15:11:00 +0000 2017,0.392,0.608,0.0,@nytimes,Update: Slobodan Praljak has died after appearing to ingest poison in court https://t.co/xbk3QNmcvc,3
0.0,Wed Nov 29 15:00:35 +0000 2017,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/cxeLHjYmK5 https://t.co/Fk9hi6ijNf,4
0.0,Wed Nov 29 14:47:04 +0000 2017,0.0,1.0,0.0,@nytimes,"In recent months, Trump has used closed-door conversations to question the authenticity of Obama's birth certificat… https://t.co/NcTQl1Mw3b",5
-0.3182,Wed Nov 29 14:39:06 +0000 2017,0.206,0.687,0.107,@nytimes,"A Libyan was convicted for planning the 2012 Benghazi attack that killed 4 Americans, but he was acquitted of murde… https://t.co/8ovGpCo739",6
-0.34,Wed Nov 29 14:30:09 +0000 2017,0.231,0.769,0.0,@nytimes,"Matt Lauer's firing was announced on ""Today."" A transcript: https://t.co/KqeqLAHsPm",7
0.0,Wed Nov 29 14:20:13 +0000 2017,0.0,1.0,0.0,@nytimes,"Jay-Z sat down with Dean Baquet, the executive editor of The New York Times, for a discussion on race, rap, politic… https://t.co/fH3BRLeNt4",8
0.0,Wed Nov 29 14:11:04 +0000 2017,0.0,1.0,0.0,@nytimes,"See the internet in real life, in our #Daily360: https://t.co/QIuZH8JUp4",9
-0.25,Wed Nov 29 14:00:28 +0000 2017,0.095,0.905,0.0,@nytimes,"More than 200,000 phone calls were placed to Congress in protest. 500,000 comments were left on the FCC's website. https://t.co/D9u4SOaz98",10
-0.3182,Wed Nov 29 13:45:07 +0000 2017,0.108,0.892,0.0,@nytimes,Jimmy Fallon lost 21% of his audience year over year as viewers flock to Stephen Colbert and Jimmy Kimmel https://t.co/B7QvgalGZr,11
0.0,Wed Nov 29 13:31:02 +0000 2017,0.0,1.0,0.0,@nytimes,The full Senate could begin to consider the tax overhaul as early as Wednesday afternoon  https://t.co/zNZuIJ9RoD,12
-0.4019,Wed Nov 29 13:16:30 +0000 2017,0.182,0.711,0.107,@nytimes,Breaking News: President Trump shared videos on Twitter supposedly showing violence by Muslims. They're likely to f… https://t.co/7Rvintthyw,13
0.0,Wed Nov 29 13:00:25 +0000 2017,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/A86F9yccF4 https://t.co/HbimHiDevw,14
-0.4767,Wed Nov 29 12:49:02 +0000 2017,0.14,0.86,0.0,@nytimes,Lucian Wintrich of The Gateway Pundit was arrested after he appeared to grab a woman during his speech at UConn https://t.co/JeDguv37cf,15
0.8225,Wed Nov 29 12:40:04 +0000 2017,0.0,0.664,0.336,@nytimes,"""Let us make this perfectly clear: The tape is very real,"" said an ""Access Hollywood"" host https://t.co/cwbV2qF9G3",16
-0.926,Wed Nov 29 12:31:07 +0000 2017,0.474,0.526,0.0,@nytimes,"A former Croat leader claimed to have drunk poison in a Hague courtroom, throwing his war crimes hearing into chaos https://t.co/sWxeMTXegj",17
-0.5267,Wed Nov 29 12:21:02 +0000 2017,0.207,0.793,0.0,@nytimes,"Republicans say the $1.5 trillion tax bill pays for itself, but experts disagree https://t.co/nIbZITnNfq",18
0.5859,Wed Nov 29 12:11:03 +0000 2017,0.0,0.745,0.255,@nytimes,Republicans are in tantalizing reach of their first real legislative success of the Trump era https://t.co/rFlydXFvfI,19
-0.7964,Wed Nov 29 12:08:36 +0000 2017,0.321,0.679,0.0,@nytimes,"Breaking News: Matt Lauer, NBC's leading morning news anchor, has been fired over sexual harassment allegations https://t.co/la9jVI19l7",20
-0.5713,Wed Nov 29 15:29:03 +0000 2017,0.19,0.81,0.0,@nytimes,Scaramucci stood by his threat to sue a student newspaper and one of its writers if he did not apologize for critic… https://t.co/4icxsOjE5s,21
-0.7003,Wed Nov 29 15:16:47 +0000 2017,0.201,0.799,0.0,@nytimes,"RT @nytopinion: This morning, The New York Times Editorial Board is tweeting here to urge the Senate to reject a tax bill that hurts the mi…",22
-0.7964,Wed Nov 29 15:11:00 +0000 2017,0.392,0.608,0.0,@nytimes,Update: Slobodan Praljak has died after appearing to ingest poison in court https://t.co/xbk3QNmcvc,23
0.0,Wed Nov 29 15:00:35 +0000 2017,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/cxeLHjYmK5 https://t.co/Fk9hi6ijNf,24
0.0,Wed Nov 29 14:47:04 +0000 2017,0.0,1.0,0.0,@nytimes,"In recent months, Trump has used closed-door conversations to question the authenticity of Obama's birth certificat… https://t.co/NcTQl1Mw3b",25
-0.3182,Wed Nov 29 14:39:06 +0000 2017,0.206,0.687,0.107,@nytimes,"A Libyan was convicted for planning the 2012 Benghazi attack that killed 4 Americans, but he was acquitted of murde… https://t.co/8ovGpCo739",26
-0.34,Wed Nov 29 14:30:09 +0000 2017,0.231,0.769,0.0,@nytimes,"Matt Lauer's firing was announced on ""Today."" A transcript: https://t.co/KqeqLAHsPm",27
0.0,Wed Nov 29 14:20:13 +0000 2017,0.0,1.0,0.0,@nytimes,"Jay-Z sat down with Dean Baquet, the executive editor of The New York Times, for a discussion on race, rap, politic… https://t.co/fH3BRLeNt4",28
0.0,Wed Nov 29 14:11:04 +0000 2017,0.0,1.0,0.0,@nytimes,"See the internet in real life, in our #Daily360: https://t.co/QIuZH8JUp4",29
-0.25,Wed Nov 29 14:00:28 +0000 2017,0.095,0.905,0.0,@nytimes,"More than 200,000 phone calls were placed to Congress in protest. 500,000 comments were left on the FCC's website. https://t.co/D9u4SOaz98",30
-0.3182,Wed Nov 29 13:45:07 +0000 2017,0.108,0.892,0.0,@nytimes,Jimmy Fallon lost 21% of his audience year over year as viewers flock to Stephen Colbert and Jimmy Kimmel https://t.co/B7QvgalGZr,31
0.0,Wed Nov 29 13:31:02 +0000 2017,0.0,1.0,0.0,@nytimes,The full Senate could begin to consider the tax overhaul as early as Wednesday afternoon  https://t.co/zNZuIJ9RoD,32
-0.4019,Wed Nov 29 13:16:30 +0000 2017,0.182,0.711,0.107,@nytimes,Breaking News: President Trump shared videos on Twitter supposedly showing violence by Muslims. They're likely to f… https://t.co/7Rvintthyw,33
0.0,Wed Nov 29 13:00:25 +0000 2017,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/A86F9yccF4 https://t.co/HbimHiDevw,34
-0.4767,Wed Nov 29 12:49:02 +0000 2017,0.14,0.86,0.0,@nytimes,Lucian Wintrich of The Gateway Pundit was arrested after he appeared to grab a woman during his speech at UConn https://t.co/JeDguv37cf,35
0.8225,Wed Nov 29 12:40:04 +0000 2017,0.0,0.664,0.336,@nytimes,"""Let us make this perfectly clear: The tape is very real,"" said an ""Access Hollywood"" host https://t.co/cwbV2qF9G3",36
-0.926,Wed Nov 29 12:31:07 +0000 2017,0.474,0.526,0.0,@nytimes,"A former Croat leader claimed to have drunk poison in a Hague courtroom, throwing his war crimes hearing into chaos https://t.co/sWxeMTXegj",37
-0.5267,Wed Nov 29 12:21:02 +0000 2017,0.207,0.793,0.0,@nytimes,"Republicans say the $1.5 trillion tax bill pays for itself, but experts disagree https://t.co/nIbZITnNfq",38
0.5859,Wed Nov 29 12:11:03 +0000 2017,0.0,0.745,0.255,@nytimes,Republicans are in tantalizing reach of their first real legislative success of the Trump era https://t.co/rFlydXFvfI,39
-0.7964,Wed Nov 29 12:08:36 +0000 2017,0.321,0.679,0.0,@nytimes,"Breaking News: Matt Lauer, NBC's leading morning news anchor, has been fired over sexual harassment allegations https://t.co/la9jVI19l7",40
-0.5713,Wed Nov 29 15:29:03 +0000 2017,0.19,0.81,0.0,@nytimes,Scaramucci stood by his threat to sue a student newspaper and one of its writers if he did not apologize for critic… https://t.co/4icxsOjE5s,41
-0.7003,Wed Nov 29 15:16:47 +0000 2017,0.201,0.799,0.0,@nytimes,"RT @nytopinion: This morning, The New York Times Editorial Board is tweeting here to urge the Senate to reject a tax bill that hurts the mi…",42
-0.7964,Wed Nov 29 15:11:00 +0000 2017,0.392,0.608,0.0,@nytimes,Update: Slobodan Praljak has died after appearing to ingest poison in court https://t.co/xbk3QNmcvc,43
0.0,Wed Nov 29 15:00:35 +0000 2017,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/cxeLHjYmK5 https://t.co/Fk9hi6ijNf,44
0.0,Wed Nov 29 14:47:04 +0000 2017,0.0,1.0,0.0,@nytimes,"In recent months, Trump has used closed-door conversations to question the authenticity of Obama's birth certificat… https://t.co/NcTQl1Mw3b",45
-0.3182,Wed Nov 29 14:39:06 +0000 2017,0.206,0.687,0.107,@nytimes,"A Libyan was convicted for planning the 2012 Benghazi attack that killed 4 Americans, but he was acquitted of murde… https://t.co/8ovGpCo739",46
-0.34,Wed Nov 29 14:30:09 +0000 2017,0.231,0.769,0.0,@nytimes,"Matt Lauer's firing was announced on ""Today."" A transcript: https://t.co/KqeqLAHsPm",47
0.0,Wed Nov 29 14:20:13 +0000 2017,0.0,1.0,0.0,@nytimes,"Jay-Z sat down with Dean Baquet, the executive editor of The New York Times, for a discussion on race, rap, politic… https://t.co/fH3BRLeNt4",48
0.0,Wed Nov 29 14:11:04 +0000 2017,0.0,1.0,0.0,@nytimes,"See the internet in real life, in our #Daily360: https://t.co/QIuZH8JUp4",49
-0.25,Wed Nov 29 14:00:28 +0000 2017,0.095,0.905,0.0,@nytimes,"More than 200,000 phone calls were placed to Congress in protest. 500,000 comments were left on the FCC's website. https://t.co/D9u4SOaz98",50
-0.3182,Wed Nov 29 13:45:07 +0000 2017,0.108,0.892,0.0,@nytimes,Jimmy Fallon lost 21% of his audience year over year as viewers flock to Stephen Colbert and Jimmy Kimmel https://t.co/B7QvgalGZr,51
0.0,Wed Nov 29 13:31:02 +0000 2017,0.0,1.0,0.0,@nytimes,The full Senate could begin to consider the tax overhaul as early as Wednesday afternoon  https://t.co/zNZuIJ9RoD,52
-0.4019,Wed Nov 29 13:16:30 +0000 2017,0.182,0.711,0.107,@nytimes,Breaking News: President Trump shared videos on Twitter supposedly showing violence by Muslims. They're likely to f… https://t.co/7Rvintthyw,53
0.0,Wed Nov 29 13:00:25 +0000 2017,0.0,1.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/A86F9yccF4 https://t.co/HbimHiDevw,54
-0.4767,Wed Nov 29 12:49:02 +0000 2017,0.14,0.86,0.0,@nytimes,Lucian Wintrich of The Gateway Pundit was arrested after he appeared to grab a woman during his speech at UConn https://t.co/JeDguv37cf,55
0.8225,Wed Nov 29 12:40:04 +0000 2017,0.0,0.664,0.336,@nytimes,"""Let us make this perfectly clear: The tape is very real,"" said an ""Access Hollywood"" host https://t.co/cwbV2qF9G3",56
-0.926,Wed Nov 29 12:31:07 +0000 2017,0.474,0.526,0.0,@nytimes,"A former Croat leader claimed to have drunk poison in a Hague courtroom, throwing his war crimes hearing into chaos https://t.co/sWxeMTXegj",57
-0.5267,Wed Nov 29 12:21:02 +0000 2017,0.207,0.793,0.0,@nytimes,"Republicans say the $1.5 trillion tax bill pays for itself, but experts disagree https://t.co/nIbZITnNfq",58
0.5859,Wed Nov 29 12:11:03 +0000 2017,0.0,0.745,0.255,@nytimes,Republicans are in tantalizing reach of their first real legislative success of the Trump era https://t.co/rFlydXFvfI,59
-0.7964,Wed Nov 29 12:08:36 +0000 2017,0.321,0.679,0.0,@nytimes,"Breaking News: Matt Lauer, NBC's leading morning news anchor, has been fired over sexual harassment allegations https://t.co/la9jVI19l7",60
-0.5713,Wed Nov 29 15:29:03 +0000 2017,0.19,0.81,0.0,@nytimes,Scaramucci stood by his threat to sue a student newspaper and one of its writers if he did not apologize for critic… https://t.co/4icxsOjE5s,61
