Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
0.5859,Wed Nov 29 15:05:01 +0000 2017,0.0,0.798,0.202,@CBSNews,"Sen. James Lankford says he is supportive of a GOP tax bill with ""backstops"" to protect against adding too much to… https://t.co/ypdypVu1bG",23
0.0,Wed Nov 29 14:50:01 +0000 2017,0.0,1.0,0.0,@CBSNews,"Rocked by allegations of sexual misconduct, the House is set to vote on legislation to require anti-sexual harassme… https://t.co/bB604KWPqK",24
-0.5994,Wed Nov 29 14:35:02 +0000 2017,0.187,0.813,0.0,@CBSNews,Final hearing at a UN war crimes tribunal dramatically halted when a former Bosnian Croat military chief claimed to… https://t.co/8aMV1Kx4sT,25
0.3041,Wed Nov 29 14:20:01 +0000 2017,0.0,0.862,0.138,@CBSNews,Consumers appear to be spending more this holiday season -- but are they? https://t.co/2qJFdwY2ui https://t.co/U96K524Kdr,26
-0.8016,Wed Nov 29 14:05:01 +0000 2017,0.406,0.594,0.0,@CBSNews,FAA research finds drone collisions are more damaging than bird strikes to airplanes: https://t.co/ml6UBT1A1x https://t.co/k2gDXNK3jh,27
0.4019,Wed Nov 29 13:47:12 +0000 2017,0.0,0.876,0.124,@CBSNews,Bruno Mars is making his primetime special debut on @CBS Wednesday night with 24K Magic Live at the Apollo.… https://t.co/0MICx86P5G,28
-0.7003,Wed Nov 29 13:46:30 +0000 2017,0.254,0.746,0.0,@CBSNews,"NBC News has fired longtime ""Today"" show host Matt Lauer after a colleague came forward with a detailed complaint o… https://t.co/lpQeC2J9la",29
0.0,Wed Nov 29 13:37:45 +0000 2017,0.0,1.0,0.0,@CBSNews,In the ongoing @CBSThisMorning series “Issues That Matter” we’re taking a closer look at the opioid epidemic. Retir… https://t.co/RouAAfayLu,30
0.0,Wed Nov 29 13:35:20 +0000 2017,0.0,1.0,0.0,@CBSNews,"This morning, Attorney General Jeff Sessions will announce new government tools for the opioid epidemic:… https://t.co/qgwvQEATxD",31
0.0,Wed Nov 29 13:34:46 +0000 2017,0.0,1.0,0.0,@CBSNews,Here’s a look at some of this morning’s other headlines on @CBSThisMorning: https://t.co/GHI3CRmCHM,32
0.0,Wed Nov 29 13:33:39 +0000 2017,0.0,1.0,0.0,@CBSNews,Instagram is out this morning with some self-reflection for 2017. It's year in review includes the most followed ce… https://t.co/7uu88fOAIe,33
-0.5994,Wed Nov 29 13:20:01 +0000 2017,0.178,0.822,0.0,@CBSNews,"President Trump took to Twitter early Wednesday morning, retweeting violent images and videos that appeared to be a… https://t.co/PCghpGN1oM",34
0.5267,Wed Nov 29 13:19:57 +0000 2017,0.0,0.825,0.175,@CBSNews,The Justice Department reportedly is investigating whether Uber stole trade secrets from its competitors. The alleg… https://t.co/t5A86ETlzG,35
0.6077,Wed Nov 29 13:13:09 +0000 2017,0.0,0.82,0.18,@CBSNews,"Is Uber riding on more than its success? Coming up on @CBSThisMorning, @nxthompson joins to discuss explosive claim… https://t.co/OAIKbrLQj5",36
0.4404,Wed Nov 29 13:10:49 +0000 2017,0.0,0.803,0.197,@CBSNews,"“Yes, I am on board with this bill. Because I want to see the good economic growth that is coming with it, but also… https://t.co/mz0uR7Affv",37
0.5719,Wed Nov 29 13:07:59 +0000 2017,0.0,0.837,0.163,@CBSNews,The Republican tax plan is one step closer to success today. The sweeping overhaul passed the Senate Budget Committ… https://t.co/Ht3SIrtccM,38
0.34,Wed Nov 29 13:06:51 +0000 2017,0.0,0.882,0.118,@CBSNews,The UN Security Council meets today to discuss North Korea’s latest missile launch. North Korean state media releas… https://t.co/ry3zIxS2zt,39
-0.5574,Wed Nov 29 13:04:07 +0000 2017,0.175,0.825,0.0,@CBSNews,NBC News has fired long-time TODAY Show host Matt Lauer over inappropriate sexual behavior in the workplace.… https://t.co/SRA9dlQLO6,40
0.3818,Wed Nov 29 15:23:42 +0000 2017,0.0,0.89,0.11,@CBSNews,"""Right now, we're focused on making this place works the right way,"" Speaker Ryan says when asked about women who h… https://t.co/IYnhdYwtzM",41
0.0,Wed Nov 29 15:21:11 +0000 2017,0.0,1.0,0.0,@CBSNews,WATCH LIVE: House Speaker Paul Ryan and GOP leaders hold a news conference ahead of the Senate's vote on the GOP ta… https://t.co/zBNXbr0ZAY,42
0.5859,Wed Nov 29 15:05:01 +0000 2017,0.0,0.798,0.202,@CBSNews,"Sen. James Lankford says he is supportive of a GOP tax bill with ""backstops"" to protect against adding too much to… https://t.co/ypdypVu1bG",43
0.0,Wed Nov 29 14:50:01 +0000 2017,0.0,1.0,0.0,@CBSNews,"Rocked by allegations of sexual misconduct, the House is set to vote on legislation to require anti-sexual harassme… https://t.co/bB604KWPqK",44
-0.5994,Wed Nov 29 14:35:02 +0000 2017,0.187,0.813,0.0,@CBSNews,Final hearing at a UN war crimes tribunal dramatically halted when a former Bosnian Croat military chief claimed to… https://t.co/8aMV1Kx4sT,45
0.3041,Wed Nov 29 14:20:01 +0000 2017,0.0,0.862,0.138,@CBSNews,Consumers appear to be spending more this holiday season -- but are they? https://t.co/2qJFdwY2ui https://t.co/U96K524Kdr,46
-0.8016,Wed Nov 29 14:05:01 +0000 2017,0.406,0.594,0.0,@CBSNews,FAA research finds drone collisions are more damaging than bird strikes to airplanes: https://t.co/ml6UBT1A1x https://t.co/k2gDXNK3jh,47
0.4019,Wed Nov 29 13:47:12 +0000 2017,0.0,0.876,0.124,@CBSNews,Bruno Mars is making his primetime special debut on @CBS Wednesday night with 24K Magic Live at the Apollo.… https://t.co/0MICx86P5G,48
-0.7003,Wed Nov 29 13:46:30 +0000 2017,0.254,0.746,0.0,@CBSNews,"NBC News has fired longtime ""Today"" show host Matt Lauer after a colleague came forward with a detailed complaint o… https://t.co/lpQeC2J9la",49
0.0,Wed Nov 29 13:37:45 +0000 2017,0.0,1.0,0.0,@CBSNews,In the ongoing @CBSThisMorning series “Issues That Matter” we’re taking a closer look at the opioid epidemic. Retir… https://t.co/RouAAfayLu,50
0.0,Wed Nov 29 13:35:20 +0000 2017,0.0,1.0,0.0,@CBSNews,"This morning, Attorney General Jeff Sessions will announce new government tools for the opioid epidemic:… https://t.co/qgwvQEATxD",51
0.0,Wed Nov 29 13:34:46 +0000 2017,0.0,1.0,0.0,@CBSNews,Here’s a look at some of this morning’s other headlines on @CBSThisMorning: https://t.co/GHI3CRmCHM,52
0.0,Wed Nov 29 13:33:39 +0000 2017,0.0,1.0,0.0,@CBSNews,Instagram is out this morning with some self-reflection for 2017. It's year in review includes the most followed ce… https://t.co/7uu88fOAIe,53
-0.5994,Wed Nov 29 13:20:01 +0000 2017,0.178,0.822,0.0,@CBSNews,"President Trump took to Twitter early Wednesday morning, retweeting violent images and videos that appeared to be a… https://t.co/PCghpGN1oM",54
0.5267,Wed Nov 29 13:19:57 +0000 2017,0.0,0.825,0.175,@CBSNews,The Justice Department reportedly is investigating whether Uber stole trade secrets from its competitors. The alleg… https://t.co/t5A86ETlzG,55
0.6077,Wed Nov 29 13:13:09 +0000 2017,0.0,0.82,0.18,@CBSNews,"Is Uber riding on more than its success? Coming up on @CBSThisMorning, @nxthompson joins to discuss explosive claim… https://t.co/OAIKbrLQj5",56
0.4404,Wed Nov 29 13:10:49 +0000 2017,0.0,0.803,0.197,@CBSNews,"“Yes, I am on board with this bill. Because I want to see the good economic growth that is coming with it, but also… https://t.co/mz0uR7Affv",57
0.5719,Wed Nov 29 13:07:59 +0000 2017,0.0,0.837,0.163,@CBSNews,The Republican tax plan is one step closer to success today. The sweeping overhaul passed the Senate Budget Committ… https://t.co/Ht3SIrtccM,58
0.34,Wed Nov 29 13:06:51 +0000 2017,0.0,0.882,0.118,@CBSNews,The UN Security Council meets today to discuss North Korea’s latest missile launch. North Korean state media releas… https://t.co/ry3zIxS2zt,59
-0.5574,Wed Nov 29 13:04:07 +0000 2017,0.175,0.825,0.0,@CBSNews,NBC News has fired long-time TODAY Show host Matt Lauer over inappropriate sexual behavior in the workplace.… https://t.co/SRA9dlQLO6,60
0.3818,Wed Nov 29 15:23:42 +0000 2017,0.0,0.89,0.11,@CBSNews,"""Right now, we're focused on making this place works the right way,"" Speaker Ryan says when asked about women who h… https://t.co/IYnhdYwtzM",61
0.0,Wed Nov 29 15:21:11 +0000 2017,0.0,1.0,0.0,@CBSNews,WATCH LIVE: House Speaker Paul Ryan and GOP leaders hold a news conference ahead of the Senate's vote on the GOP ta… https://t.co/zBNXbr0ZAY,62
0.5859,Wed Nov 29 15:05:01 +0000 2017,0.0,0.798,0.202,@CBSNews,"Sen. James Lankford says he is supportive of a GOP tax bill with ""backstops"" to protect against adding too much to… https://t.co/ypdypVu1bG",63
0.0,Wed Nov 29 14:50:01 +0000 2017,0.0,1.0,0.0,@CBSNews,"Rocked by allegations of sexual misconduct, the House is set to vote on legislation to require anti-sexual harassme… https://t.co/bB604KWPqK",64
-0.5994,Wed Nov 29 14:35:02 +0000 2017,0.187,0.813,0.0,@CBSNews,Final hearing at a UN war crimes tribunal dramatically halted when a former Bosnian Croat military chief claimed to… https://t.co/8aMV1Kx4sT,65
0.3041,Wed Nov 29 14:20:01 +0000 2017,0.0,0.862,0.138,@CBSNews,Consumers appear to be spending more this holiday season -- but are they? https://t.co/2qJFdwY2ui https://t.co/U96K524Kdr,66
-0.8016,Wed Nov 29 14:05:01 +0000 2017,0.406,0.594,0.0,@CBSNews,FAA research finds drone collisions are more damaging than bird strikes to airplanes: https://t.co/ml6UBT1A1x https://t.co/k2gDXNK3jh,67
0.4019,Wed Nov 29 13:47:12 +0000 2017,0.0,0.876,0.124,@CBSNews,Bruno Mars is making his primetime special debut on @CBS Wednesday night with 24K Magic Live at the Apollo.… https://t.co/0MICx86P5G,68
-0.7003,Wed Nov 29 13:46:30 +0000 2017,0.254,0.746,0.0,@CBSNews,"NBC News has fired longtime ""Today"" show host Matt Lauer after a colleague came forward with a detailed complaint o… https://t.co/lpQeC2J9la",69
0.0,Wed Nov 29 13:37:45 +0000 2017,0.0,1.0,0.0,@CBSNews,In the ongoing @CBSThisMorning series “Issues That Matter” we’re taking a closer look at the opioid epidemic. Retir… https://t.co/RouAAfayLu,70
0.0,Wed Nov 29 13:35:20 +0000 2017,0.0,1.0,0.0,@CBSNews,"This morning, Attorney General Jeff Sessions will announce new government tools for the opioid epidemic:… https://t.co/qgwvQEATxD",71
0.0,Wed Nov 29 13:34:46 +0000 2017,0.0,1.0,0.0,@CBSNews,Here’s a look at some of this morning’s other headlines on @CBSThisMorning: https://t.co/GHI3CRmCHM,72
0.0,Wed Nov 29 13:33:39 +0000 2017,0.0,1.0,0.0,@CBSNews,Instagram is out this morning with some self-reflection for 2017. It's year in review includes the most followed ce… https://t.co/7uu88fOAIe,73
-0.5994,Wed Nov 29 13:20:01 +0000 2017,0.178,0.822,0.0,@CBSNews,"President Trump took to Twitter early Wednesday morning, retweeting violent images and videos that appeared to be a… https://t.co/PCghpGN1oM",74
0.5267,Wed Nov 29 13:19:57 +0000 2017,0.0,0.825,0.175,@CBSNews,The Justice Department reportedly is investigating whether Uber stole trade secrets from its competitors. The alleg… https://t.co/t5A86ETlzG,75
0.6077,Wed Nov 29 13:13:09 +0000 2017,0.0,0.82,0.18,@CBSNews,"Is Uber riding on more than its success? Coming up on @CBSThisMorning, @nxthompson joins to discuss explosive claim… https://t.co/OAIKbrLQj5",76
0.4404,Wed Nov 29 13:10:49 +0000 2017,0.0,0.803,0.197,@CBSNews,"“Yes, I am on board with this bill. Because I want to see the good economic growth that is coming with it, but also… https://t.co/mz0uR7Affv",77
0.5719,Wed Nov 29 13:07:59 +0000 2017,0.0,0.837,0.163,@CBSNews,The Republican tax plan is one step closer to success today. The sweeping overhaul passed the Senate Budget Committ… https://t.co/Ht3SIrtccM,78
0.34,Wed Nov 29 13:06:51 +0000 2017,0.0,0.882,0.118,@CBSNews,The UN Security Council meets today to discuss North Korea’s latest missile launch. North Korean state media releas… https://t.co/ry3zIxS2zt,79
-0.5574,Wed Nov 29 13:04:07 +0000 2017,0.175,0.825,0.0,@CBSNews,NBC News has fired long-time TODAY Show host Matt Lauer over inappropriate sexual behavior in the workplace.… https://t.co/SRA9dlQLO6,80
0.3818,Wed Nov 29 15:23:42 +0000 2017,0.0,0.89,0.11,@CBSNews,"""Right now, we're focused on making this place works the right way,"" Speaker Ryan says when asked about women who h… https://t.co/IYnhdYwtzM",81
0.0,Wed Nov 29 15:21:11 +0000 2017,0.0,1.0,0.0,@CBSNews,WATCH LIVE: House Speaker Paul Ryan and GOP leaders hold a news conference ahead of the Senate's vote on the GOP ta… https://t.co/zBNXbr0ZAY,82
0.5859,Wed Nov 29 15:05:01 +0000 2017,0.0,0.798,0.202,@CBSNews,"Sen. James Lankford says he is supportive of a GOP tax bill with ""backstops"" to protect against adding too much to… https://t.co/ypdypVu1bG",83
0.0,Wed Nov 29 14:50:01 +0000 2017,0.0,1.0,0.0,@CBSNews,"Rocked by allegations of sexual misconduct, the House is set to vote on legislation to require anti-sexual harassme… https://t.co/bB604KWPqK",84
-0.5994,Wed Nov 29 14:35:02 +0000 2017,0.187,0.813,0.0,@CBSNews,Final hearing at a UN war crimes tribunal dramatically halted when a former Bosnian Croat military chief claimed to… https://t.co/8aMV1Kx4sT,85
0.3041,Wed Nov 29 14:20:01 +0000 2017,0.0,0.862,0.138,@CBSNews,Consumers appear to be spending more this holiday season -- but are they? https://t.co/2qJFdwY2ui https://t.co/U96K524Kdr,86
-0.8016,Wed Nov 29 14:05:01 +0000 2017,0.406,0.594,0.0,@CBSNews,FAA research finds drone collisions are more damaging than bird strikes to airplanes: https://t.co/ml6UBT1A1x https://t.co/k2gDXNK3jh,87
0.4019,Wed Nov 29 13:47:12 +0000 2017,0.0,0.876,0.124,@CBSNews,Bruno Mars is making his primetime special debut on @CBS Wednesday night with 24K Magic Live at the Apollo.… https://t.co/0MICx86P5G,88
-0.7003,Wed Nov 29 13:46:30 +0000 2017,0.254,0.746,0.0,@CBSNews,"NBC News has fired longtime ""Today"" show host Matt Lauer after a colleague came forward with a detailed complaint o… https://t.co/lpQeC2J9la",89
0.0,Wed Nov 29 13:37:45 +0000 2017,0.0,1.0,0.0,@CBSNews,In the ongoing @CBSThisMorning series “Issues That Matter” we’re taking a closer look at the opioid epidemic. Retir… https://t.co/RouAAfayLu,90
0.0,Wed Nov 29 13:35:20 +0000 2017,0.0,1.0,0.0,@CBSNews,"This morning, Attorney General Jeff Sessions will announce new government tools for the opioid epidemic:… https://t.co/qgwvQEATxD",91
0.0,Wed Nov 29 13:34:46 +0000 2017,0.0,1.0,0.0,@CBSNews,Here’s a look at some of this morning’s other headlines on @CBSThisMorning: https://t.co/GHI3CRmCHM,92
0.0,Wed Nov 29 13:33:39 +0000 2017,0.0,1.0,0.0,@CBSNews,Instagram is out this morning with some self-reflection for 2017. It's year in review includes the most followed ce… https://t.co/7uu88fOAIe,93
-0.5994,Wed Nov 29 13:20:01 +0000 2017,0.178,0.822,0.0,@CBSNews,"President Trump took to Twitter early Wednesday morning, retweeting violent images and videos that appeared to be a… https://t.co/PCghpGN1oM",94
0.5267,Wed Nov 29 13:19:57 +0000 2017,0.0,0.825,0.175,@CBSNews,The Justice Department reportedly is investigating whether Uber stole trade secrets from its competitors. The alleg… https://t.co/t5A86ETlzG,95
0.6077,Wed Nov 29 13:13:09 +0000 2017,0.0,0.82,0.18,@CBSNews,"Is Uber riding on more than its success? Coming up on @CBSThisMorning, @nxthompson joins to discuss explosive claim… https://t.co/OAIKbrLQj5",96
0.4404,Wed Nov 29 13:10:49 +0000 2017,0.0,0.803,0.197,@CBSNews,"“Yes, I am on board with this bill. Because I want to see the good economic growth that is coming with it, but also… https://t.co/mz0uR7Affv",97
0.5719,Wed Nov 29 13:07:59 +0000 2017,0.0,0.837,0.163,@CBSNews,The Republican tax plan is one step closer to success today. The sweeping overhaul passed the Senate Budget Committ… https://t.co/Ht3SIrtccM,98
0.34,Wed Nov 29 13:06:51 +0000 2017,0.0,0.882,0.118,@CBSNews,The UN Security Council meets today to discuss North Korea’s latest missile launch. North Korean state media releas… https://t.co/ry3zIxS2zt,99
-0.5574,Wed Nov 29 13:04:07 +0000 2017,0.175,0.825,0.0,@CBSNews,NBC News has fired long-time TODAY Show host Matt Lauer over inappropriate sexual behavior in the workplace.… https://t.co/SRA9dlQLO6,100
0.3818,Wed Nov 29 15:23:42 +0000 2017,0.0,0.89,0.11,@CBSNews,"""Right now, we're focused on making this place works the right way,"" Speaker Ryan says when asked about women who h… https://t.co/IYnhdYwtzM",101
0.0,Wed Nov 29 15:21:11 +0000 2017,0.0,1.0,0.0,@CBSNews,WATCH LIVE: House Speaker Paul Ryan and GOP leaders hold a news conference ahead of the Senate's vote on the GOP ta… https://t.co/zBNXbr0ZAY,102
0.5859,Wed Nov 29 15:05:01 +0000 2017,0.0,0.798,0.202,@CBSNews,"Sen. James Lankford says he is supportive of a GOP tax bill with ""backstops"" to protect against adding too much to… https://t.co/ypdypVu1bG",103
0.0,Wed Nov 29 14:50:01 +0000 2017,0.0,1.0,0.0,@CBSNews,"Rocked by allegations of sexual misconduct, the House is set to vote on legislation to require anti-sexual harassme… https://t.co/bB604KWPqK",104
-0.5994,Wed Nov 29 14:35:02 +0000 2017,0.187,0.813,0.0,@CBSNews,Final hearing at a UN war crimes tribunal dramatically halted when a former Bosnian Croat military chief claimed to… https://t.co/8aMV1Kx4sT,105
0.3041,Wed Nov 29 14:20:01 +0000 2017,0.0,0.862,0.138,@CBSNews,Consumers appear to be spending more this holiday season -- but are they? https://t.co/2qJFdwY2ui https://t.co/U96K524Kdr,106
-0.8016,Wed Nov 29 14:05:01 +0000 2017,0.406,0.594,0.0,@CBSNews,FAA research finds drone collisions are more damaging than bird strikes to airplanes: https://t.co/ml6UBT1A1x https://t.co/k2gDXNK3jh,107
0.4019,Wed Nov 29 13:47:12 +0000 2017,0.0,0.876,0.124,@CBSNews,Bruno Mars is making his primetime special debut on @CBS Wednesday night with 24K Magic Live at the Apollo.… https://t.co/0MICx86P5G,108
-0.7003,Wed Nov 29 13:46:30 +0000 2017,0.254,0.746,0.0,@CBSNews,"NBC News has fired longtime ""Today"" show host Matt Lauer after a colleague came forward with a detailed complaint o… https://t.co/lpQeC2J9la",109
0.0,Wed Nov 29 13:37:45 +0000 2017,0.0,1.0,0.0,@CBSNews,In the ongoing @CBSThisMorning series “Issues That Matter” we’re taking a closer look at the opioid epidemic. Retir… https://t.co/RouAAfayLu,110
0.0,Wed Nov 29 13:35:20 +0000 2017,0.0,1.0,0.0,@CBSNews,"This morning, Attorney General Jeff Sessions will announce new government tools for the opioid epidemic:… https://t.co/qgwvQEATxD",111
0.0,Wed Nov 29 13:34:46 +0000 2017,0.0,1.0,0.0,@CBSNews,Here’s a look at some of this morning’s other headlines on @CBSThisMorning: https://t.co/GHI3CRmCHM,112
0.0,Wed Nov 29 13:33:39 +0000 2017,0.0,1.0,0.0,@CBSNews,Instagram is out this morning with some self-reflection for 2017. It's year in review includes the most followed ce… https://t.co/7uu88fOAIe,113
-0.5994,Wed Nov 29 13:20:01 +0000 2017,0.178,0.822,0.0,@CBSNews,"President Trump took to Twitter early Wednesday morning, retweeting violent images and videos that appeared to be a… https://t.co/PCghpGN1oM",114
0.5267,Wed Nov 29 13:19:57 +0000 2017,0.0,0.825,0.175,@CBSNews,The Justice Department reportedly is investigating whether Uber stole trade secrets from its competitors. The alleg… https://t.co/t5A86ETlzG,115
0.6077,Wed Nov 29 13:13:09 +0000 2017,0.0,0.82,0.18,@CBSNews,"Is Uber riding on more than its success? Coming up on @CBSThisMorning, @nxthompson joins to discuss explosive claim… https://t.co/OAIKbrLQj5",116
0.4404,Wed Nov 29 13:10:49 +0000 2017,0.0,0.803,0.197,@CBSNews,"“Yes, I am on board with this bill. Because I want to see the good economic growth that is coming with it, but also… https://t.co/mz0uR7Affv",117
0.5719,Wed Nov 29 13:07:59 +0000 2017,0.0,0.837,0.163,@CBSNews,The Republican tax plan is one step closer to success today. The sweeping overhaul passed the Senate Budget Committ… https://t.co/Ht3SIrtccM,118
0.34,Wed Nov 29 13:06:51 +0000 2017,0.0,0.882,0.118,@CBSNews,The UN Security Council meets today to discuss North Korea’s latest missile launch. North Korean state media releas… https://t.co/ry3zIxS2zt,119
-0.5574,Wed Nov 29 13:04:07 +0000 2017,0.175,0.825,0.0,@CBSNews,NBC News has fired long-time TODAY Show host Matt Lauer over inappropriate sexual behavior in the workplace.… https://t.co/SRA9dlQLO6,120
-0.5423,Wed Nov 29 15:27:57 +0000 2017,0.156,0.844,0.0,@CNNnewsroom,"""We're taking the issue of sexual harassment very seriously,"" says House Speaker Paul Ryan at Capitol Hill press br… https://t.co/njrgfP6Ivy",1
0.0,Wed Nov 29 02:02:19 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,"Could tax reform be the first major policy victory for Trump and the GOP? Right now, Sens. Bernie Sanders, Ted Cruz… https://t.co/a20ZxNd0p5",2
0.0,Wed Nov 29 01:12:09 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,#TaxDebate at 9 p.m. ET on CNN: Conservative Sens. @TedCruz and @SenatorTimScott debate liberal Sens.… https://t.co/nk2w4pXyGN,3
0.0,Tue Nov 28 20:36:12 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,The Japanese government believes the North Korean missile flew for more than 50 minutes https://t.co/qP9uZHhB0y https://t.co/AU8aTsWMf6,4
0.2714,Tue Nov 28 20:34:48 +0000 2017,0.0,0.87,0.13,@CNNnewsroom,It's #GivingTuesday! Donate to any of this year's Top 10 #CNNHeroes at https://t.co/HPvauSMeWa OR… https://t.co/BuJx0Do33D,5
-0.5574,Tue Nov 28 18:57:34 +0000 2017,0.247,0.753,0.0,@CNNnewsroom,"BREAKING: North Korea has fired a ballistic missile, South Korea says https://t.co/HnKs88ZE2G https://t.co/gDNiOh8sJx",6
0.0,Tue Nov 28 18:01:17 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: President Trump arrives on Capitol Hill for lunch with Senate Republicans https://t.co/wwwFwuuWVs https://t.co/0UnBg8inFj,7
-0.2732,Tue Nov 28 17:42:57 +0000 2017,0.091,0.909,0.0,@CNNnewsroom,"Sen. Chuck Schumer: ""If the President and Republicans in Congress set out to pass a middle class tax cut as they cl… https://t.co/yO4D6Mzzvx",8
-0.3182,Tue Nov 28 16:40:31 +0000 2017,0.108,0.892,0.0,@CNNnewsroom,"General Secretary of the Alliance of Colonial Era Tribes: Trump showed ""lack of understanding of what would be insu… https://t.co/MePegM9GLI",9
0.0,Tue Nov 28 16:21:29 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,How do pass-through businesses work? @ChristineRomans breaks it down https://t.co/bLMEwJyhwf,10
-0.34,Mon Nov 27 20:05:39 +0000 2017,0.103,0.897,0.0,@CNNnewsroom,"As Donald Trump criticizes CNN, @bencnn responds: ""I don't do it for the money, I do it because I believe in the im… https://t.co/0vCZ6wSo9J",11
0.4215,Mon Nov 27 19:45:58 +0000 2017,0.0,0.896,0.104,@CNNnewsroom,"RT @CNNPR: For nearly four decades, @CNN has been a constant here in the United States and around the world. Our journalists, in front of a…",12
-0.5719,Mon Nov 27 18:46:27 +0000 2017,0.217,0.783,0.0,@CNNnewsroom,"Republican Senator James Lankford thinks Roy Moore should step aside: ""I have no reason to doubt"" Moore's accusers,… https://t.co/pX9KpUpz18",13
0.0,Mon Nov 27 18:40:57 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,"Sen. James Lankford says elected officials should be held to a higher standard, Sen. Franken should go through the… https://t.co/Q1in1aXZ8O",14
-0.1027,Mon Nov 27 18:28:53 +0000 2017,0.104,0.808,0.088,@CNNnewsroom,"RT @CNNPolitics: The Senate GOP's tax plan would increase the deficit by $1.4 trillion over the next 10 years, the Congressional Budget Off…",15
0.3612,Mon Nov 27 18:28:41 +0000 2017,0.0,0.865,0.135,@CNNnewsroom,"Sen. Al Franken apologizes amid groping allegations: ""I know that I've let a lot of people down""… https://t.co/hpAeREf08C",16
-0.3182,Mon Nov 27 18:20:41 +0000 2017,0.103,0.897,0.0,@CNNnewsroom,"RT @CNN: Sen. Al Franken is addressing reporters in the wake of accusations that he groped multiple women.

Live updates: https://t.co/Btsg…",17
0.0,Mon Nov 27 18:13:20 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: JUST IN: Meghan Markle tells the story of how Prince Harry proposed https://t.co/T3WS8YzVoK https://t.co/Fgh0zLzTgX,18
0.0,Mon Nov 27 16:51:17 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: The https://t.co/Z3bi2Oh5oJ word of the year for 2017 is... https://t.co/hRGvMphOkO https://t.co/FNFEimfQyJ,19
-0.7003,Mon Nov 27 16:21:53 +0000 2017,0.345,0.655,0.0,@CNNnewsroom,RT @CNNPolitics: Why some victims of sexual harassment can't speak out https://t.co/B0eXG3iwXa https://t.co/tP7BWaNC2v,20
-0.5423,Wed Nov 29 15:27:57 +0000 2017,0.156,0.844,0.0,@CNNnewsroom,"""We're taking the issue of sexual harassment very seriously,"" says House Speaker Paul Ryan at Capitol Hill press br… https://t.co/njrgfP6Ivy",21
0.0,Wed Nov 29 02:02:19 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,"Could tax reform be the first major policy victory for Trump and the GOP? Right now, Sens. Bernie Sanders, Ted Cruz… https://t.co/a20ZxNd0p5",22
0.0,Wed Nov 29 01:12:09 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,#TaxDebate at 9 p.m. ET on CNN: Conservative Sens. @TedCruz and @SenatorTimScott debate liberal Sens.… https://t.co/nk2w4pXyGN,23
0.0,Tue Nov 28 20:36:12 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,The Japanese government believes the North Korean missile flew for more than 50 minutes https://t.co/qP9uZHhB0y https://t.co/AU8aTsWMf6,24
0.2714,Tue Nov 28 20:34:48 +0000 2017,0.0,0.87,0.13,@CNNnewsroom,It's #GivingTuesday! Donate to any of this year's Top 10 #CNNHeroes at https://t.co/HPvauSMeWa OR… https://t.co/BuJx0Do33D,25
-0.5574,Tue Nov 28 18:57:34 +0000 2017,0.247,0.753,0.0,@CNNnewsroom,"BREAKING: North Korea has fired a ballistic missile, South Korea says https://t.co/HnKs88ZE2G https://t.co/gDNiOh8sJx",26
0.0,Tue Nov 28 18:01:17 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,RT @CNN: President Trump arrives on Capitol Hill for lunch with Senate Republicans https://t.co/wwwFwuuWVs https://t.co/0UnBg8inFj,27
-0.2732,Tue Nov 28 17:42:57 +0000 2017,0.091,0.909,0.0,@CNNnewsroom,"Sen. Chuck Schumer: ""If the President and Republicans in Congress set out to pass a middle class tax cut as they cl… https://t.co/yO4D6Mzzvx",28
-0.3182,Tue Nov 28 16:40:31 +0000 2017,0.108,0.892,0.0,@CNNnewsroom,"General Secretary of the Alliance of Colonial Era Tribes: Trump showed ""lack of understanding of what would be insu… https://t.co/MePegM9GLI",29
0.0,Tue Nov 28 16:21:29 +0000 2017,0.0,1.0,0.0,@CNNnewsroom,How do pass-through businesses work? @ChristineRomans breaks it down https://t.co/bLMEwJyhwf,30
-0.34,Mon Nov 27 20:05:39 +0000 2017,0.103,0.897,0.0,@CNNnewsroom,"As Donald Trump criticizes CNN, @bencnn responds: ""I don't do it for the money, I do it because I believe in the im… https://t.co/0vCZ6wSo9J",31
0.4215,Mon Nov 27 19:45:58 +0000 2017,0.0,0.896,0.104,@CNNnewsroom,"RT @CNNPR: For nearly four decades, @CNN has been a constant here in the United States and around the world. Our journalists, in front of a…",32
